'Changes'	'Edit Time'	'Compute Time'
11	9.491935999999997	82.25072600000004
12	9.522562999999998	83.19071200000005
13	9.550034999999998	84.18220600000005
14	9.593898999999997	85.26108000000005
15	9.628758999999997	86.15247500000005
16	9.682380999999998	87.07126900000006
17	9.710242999999998	87.98859700000006
18	9.739482999999998	88.85872600000006
19	9.791674999999998	89.83901500000006
20	9.839541999999998	90.86508900000005
21	9.869441999999998	91.84370400000006
22	9.908790999999997	92.93760600000006
23	9.944566999999997	93.86893700000006
24	9.984417999999998	94.91876900000005
25	10.013766999999998	95.75433500000005
26	10.055102999999997	96.81611400000006
27	10.083649999999997	97.67037600000006
28	10.125003999999997	98.58408200000007
29	10.153086999999998	99.62109400000007


0	9.286373	70.594414
1	9.686586	80.808794
2	9.845246	89.238596
3	10.144506999999999	97.94775200000001
4	10.255325	108.138812
5	10.440263999999999	118.621561
6	10.545048999999999	128.451443
7	10.713268999999999	137.735746
8	11.089723999999999	146.958306
9	11.231099999999998	155.966676
10	11.359926999999997	165.221629
11	11.528437999999998	174.82396500000002
12	11.734379999999998	184.41941100000003
13	11.871924999999997	193.67531400000001
14	12.016192999999998	202.779098
15	12.157174999999997	212.237639
16	12.255087999999997	222.920052
17	12.392452999999998	231.693335
18	12.521676999999999	239.88258299999998
19	12.707097	249.27253699999997
20	12.838807999999998	258.29570299999995
21	12.980299999999998	268.36572399999994
22	13.113560999999997	277.40239299999996
23	13.359080999999998	286.56144199999994
24	13.463166999999999	296.51628199999993
25	13.561516999999998	305.2291129999999
26	13.713057999999998	314.28538999999995
27	13.850497999999998	322.56283599999995
28	13.956925999999998	332.84309499999995
29	14.056357999999998	341.0413879999999


0	14.612739	72.841786
1	20.094689	144.630813
2	24.929838999999998	215.760486
3	29.770079999999997	287.000757
4	34.55428199999999	357.25344700000005
5	39.314175999999996	427.43737200000004
6	41.640643	500.08926900000006
7	43.972888	569.7293370000001
8	46.629169	642.7594500000001
9	49.333636999999996	715.0153240000002
10	53.78267399999999	791.3925310000002
11	58.841072	862.1273850000002
12	63.187160999999996	935.8860370000002
13	67.88938499999999	1007.0050810000002
14	71.98039599999998	1077.6794290000003
15	76.28312799999999	1148.4316380000002
16	78.87171199999999	1217.1197470000002
17	83.880563	1285.6258790000002
18	88.366806	1353.725478
19	92.95491299999999	1422.264192
20	97.45377699999999	1490.4664280000002
21	101.84025999999999	1564.9246730000002
22	106.45457499999999	1640.6574290000003
23	111.11919099999999	1712.0816990000003
24	115.62353599999999	1785.6017870000003
25	120.68043799999998	1856.4269340000003
26	126.53162399999998	1927.6292240000002
27	131.02716299999997	2000.3355930000002
28	133.670124	2074.096065
29	136.18622599999998	2147.982951
